cu_media_ppm,Ii,E_Ii,Var_Ii,Z_Ii,p_value,Tipo_cluster,Cluster_LISA
75.38461538461539,-0.004656192261844381,-0.0015337423312883432,0.14029782564921053,-0.2991352491080577,0.415,HL,No significativo
92.5,-0.013349568467795891,-0.0015337423312883434,0.1639322759625387,-0.0985056324621373,0.495,HL,No significativo
30.0,0.5930523465776241,-0.0015337423312883436,0.32937342815583553,1.1175379167779826,0.1,LL,No significativo
30.0,0.8035403321590029,-0.0015337423312883436,0.24665285205918713,1.7435606125546514,0.011,LL,LL
40.0,0.4209309939702113,-0.0015337423312883434,0.1639322759625387,1.4402471569380835,0.046,LL,LL
50.0,0.3510770641334658,-0.0015337423312883432,0.14029782564921053,1.8187302763785538,0.017,LL,LL
42.0,0.4018335969748031,-0.0015337423312883432,0.14029782564921053,1.5549808256532227,0.031,LL,LL
42.0,0.36557863900805426,-0.0015337423312883434,0.1639322759625387,1.3314824308800373,0.071,LL,No significativo
70.0,0.045266985828139185,-0.0015337423312883436,0.1970205064011981,1.3889381145706503,0.059,LL,No significativo
70.0,-0.18348025875840362,-0.0015337423312883436,0.4948145803491324,-3.5370969866763646,0.005,LH,LH
100.0,-0.27414574103051076,-0.0015337423312883436,0.4948145803491324,-0.7176511961266578,0.248,HL,No significativo
130.0,1.3779067709069546,-0.0015337423312883436,0.1970205064011981,2.4922622305672517,0.02,HH,HH
106.0,-0.24303972566714674,-0.0015337423312883434,0.1639322759625387,-0.8570282182297669,0.207,HL,No significativo
70.55555555555556,0.01494687138502388,-0.0015337423312883432,0.14029782564921053,0.653180073706769,0.274,LL,No significativo
70.0,0.021919754234469683,-0.0015337423312883436,0.24665285205918713,0.6274801195678082,0.295,LL,No significativo
30.0,0.8726067024278927,-0.0015337423312883436,0.24665285205918713,1.8970510853752283,0.006,LL,LL
30.0,0.8232735808072571,-0.0015337423312883434,0.1639322759625387,2.1620234025302945,0.004,LL,LL
36.666666666666664,0.7041948761586945,-0.0015337423312883434,0.1639322759625387,2.1842927794641582,0.004,LL,LL
34.0,0.6100323521962588,-0.0015337423312883436,0.1970205064011981,1.6140768312701608,0.027,LL,LL
30.0,0.04490655079278325,-0.0015337423312883434,0.1639322759625387,0.1413913870115792,0.486,LL,No significativo
56.666666666666664,-0.007198147548269966,-0.0015337423312883432,0.14029782564921053,-0.031097813931480877,0.435,LH,No significativo
30.0,-0.01045617458148564,-0.0015337423312883436,0.24665285205918713,0.008820888882615325,0.461,LH,No significativo
108.33333333333333,0.3912132208757361,-0.0015337423312883436,0.1970205064011981,1.1466879893284931,0.129,HH,No significativo
177.5,0.25659441690906,-0.0015337423312883434,0.1639322759625387,0.26567507545910446,0.357,HH,No significativo
82.0,0.027865808747615302,-0.0015337423312883436,0.1970205064011981,0.31440482669614256,0.334,HH,No significativo
15.0,0.42132079638965086,-0.0015337423312883434,0.1639322759625387,0.845098538333247,0.215,LL,No significativo
43.57142857142857,0.28506849156785824,-0.0015337423312883432,0.14029782564921053,1.1721446180003214,0.102,LL,No significativo
30.0,0.3918045329823325,-0.0015337423312883436,0.24665285205918713,0.8790186017323917,0.203,LL,No significativo
50.0,-0.7262805502081798,-0.0015337423312883436,0.4948145803491324,-2.002387687077394,0.046,LH,LH
30.0,0.4009820597346158,-0.0015337423312883436,0.1970205064011981,0.9817944401507523,0.168,LL,No significativo
26.666666666666668,0.7259738676024583,-0.0015337423312883434,0.1639322759625387,1.777725013025433,0.017,LL,LL
36.666666666666664,0.5979572929252922,-0.0015337423312883432,0.14029782564921053,1.9750173513548797,0.007,LL,LL
30.0,0.6413988057658471,-0.0015337423312883436,0.1970205064011981,1.5533369440202105,0.036,LL,LL
63.333333333333336,0.1272845422837662,-0.0015337423312883436,0.1970205064011981,1.3309388023901996,0.074,LL,No significativo
100.0,-0.16607197418510014,-0.0015337423312883436,0.1970205064011981,-0.665784977395548,0.26,HL,No significativo
116.66666666666667,-0.05436480431870214,-0.0015337423312883434,0.1639322759625387,-0.1665501911905809,0.48,HL,No significativo
141.66666666666666,-0.42349273031557033,-0.0015337423312883436,0.1970205064011981,-0.6581350767562798,0.264,HL,No significativo
51.42857142857143,0.2173960162315799,-0.0015337423312883436,0.32937342815583553,0.8269201611988365,0.215,LL,No significativo
27.857142857142858,0.5641637336721628,-0.0015337423312883436,0.1970205064011981,1.3056847007605998,0.076,LL,No significativo
28.0,0.7959531482714041,-0.0015337423312883436,0.1970205064011981,1.8370103462515073,0.011,LL,LL
30.0,0.6646088648902222,-0.0015337423312883436,0.1970205064011981,1.6076464939251254,0.029,LL,LL
60.0,0.042438305967396596,-0.0015337423312883436,0.1970205064011981,0.35061694548760336,0.398,LL,No significativo
107.5,0.15561777587693412,-0.0015337423312883436,0.1970205064011981,0.4515091301515049,0.298,HH,No significativo
15.0,-0.48248194985620985,-0.0015337423312883434,0.1639322759625387,-0.8955544749260818,0.187,LH,No significativo
30.0,-0.09267804394921177,-0.0015337423312883434,0.1639322759625387,-0.20968391622772567,0.383,LH,No significativo
50.0,0.1991225346071406,-0.0015337423312883432,0.14029782564921053,1.0422691752147875,0.146,LL,No significativo
45.0,0.29067365715930704,-0.0015337423312883434,0.1639322759625387,1.176060904438784,0.102,LL,No significativo
30.0,0.6578901635647452,-0.0015337423312883436,0.1970205064011981,1.5837998037997931,0.03,LL,LL
133.33333333333334,0.5107936481598583,-0.0015337423312883436,0.32937342815583553,0.6376136204316994,0.233,HH,No significativo
150.0,0.5845245114135225,-0.0015337423312883436,0.1970205064011981,0.7735407099690184,0.211,HH,No significativo
106.66666666666667,0.12232430734937617,-0.0015337423312883436,0.24665285205918713,0.3146433394105595,0.34,HH,No significativo
72.0,0.011885165905885191,-0.0015337423312883434,0.1639322759625387,0.9834130789325005,0.155,LL,No significativo
33.75,0.4917168883037002,-0.0015337423312883434,0.1639322759625387,1.4174597486052687,0.056,LL,No significativo
31.666666666666668,-0.13694317665316932,-0.0015337423312883432,0.14029782564921053,-0.3598935186429214,0.322,LH,No significativo
63.75,0.01327900807850657,-0.0015337423312883434,0.1639322759625387,0.1812479236263844,0.469,LL,No significativo
65.0,0.09458537749125163,-0.0015337423312883436,0.1970205064011981,1.1835417896074552,0.114,LL,No significativo
62.0,0.16757569685398283,-0.0015337423312883436,0.12257198791421446,1.9259250045249878,0.012,LL,LL
24.285714285714285,0.8632444509814644,-0.0015337423312883436,0.12257198791421446,2.299896239037756,0.003,LL,LL
30.0,0.7467191474352349,-0.0015337423312883436,0.12257198791421446,2.250828094206542,0.003,LL,LL
56.25,0.20393141368922763,-0.0015337423312883434,0.1639322759625387,1.3584073161638257,0.068,LL,No significativo
44.0,0.05863273236940536,-0.0015337423312883436,0.1970205064011981,0.22733313850955889,0.437,LL,No significativo
100.0,-0.04848771585729339,-0.0015337423312883432,0.14029782564921053,-0.24229669468712722,0.438,HL,No significativo
66.66666666666667,-0.017665944818579176,-0.0015337423312883434,0.1639322759625387,-0.26878441930136215,0.366,LH,No significativo
76.36363636363636,0.060102451369681065,-0.0015337423312883436,0.32937342815583553,1.557076335404325,0.072,HH,No significativo
84.44444444444444,0.06299604102771475,-0.0015337423312883434,0.1639322759625387,0.6135331850134843,0.247,HH,No significativo
61.42857142857143,0.010545642287970178,-0.0015337423312883432,0.14029782564921053,0.13256969502502175,0.487,LL,No significativo
72.5,0.005088813607704207,-0.0015337423312883434,0.1639322759625387,0.6678702868640866,0.274,LL,No significativo
100.0,-0.34280860756629483,-0.0015337423312883434,0.1639322759625387,-1.4663583818597319,0.042,HL,HL
21.666666666666668,0.5966942833340982,-0.0015337423312883436,0.24665285205918713,1.100503169386675,0.124,LL,No significativo
25.0,0.9731680355819581,-0.0015337423312883436,0.24665285205918713,1.8953626556226442,0.006,LL,LL
30.0,0.7431072581737241,-0.0015337423312883436,0.24665285205918713,1.618477121184813,0.022,LL,LL
55.0,0.25610701434992944,-0.0015337423312883436,0.1970205064011981,1.457740539942275,0.054,LL,No significativo
57.142857142857146,0.22742484288984413,-0.0015337423312883436,0.24665285205918713,1.32447172921961,0.075,LL,No significativo
20.0,0.314210942386411,-0.0015337423312883436,0.4948145803491324,0.43127318958985694,0.382,LL,No significativo
30.0,0.8150513938704844,-0.0015337423312883436,0.4948145803491324,1.2871944820442316,0.068,LL,No significativo
50.0,0.270330115526838,-0.0015337423312883434,0.1639322759625387,1.3138634054197036,0.079,LL,No significativo
51.666666666666664,0.32370536090480484,-0.0015337423312883436,0.12257198791421446,1.9386911678016645,0.011,LL,LL
30.0,0.8254465873548327,-0.0015337423312883436,0.12257198791421446,2.478257500464973,0.003,LL,LL
18.333333333333332,0.9845488089084683,-0.0015337423312883436,0.12257198791421446,2.332017001502567,0.003,LL,LL
37.5,0.6197516601641387,-0.0015337423312883436,0.1970205064011981,1.8027952391396476,0.011,LL,LL
150.0,0.14913373748073816,-0.0015337423312883436,0.24665285205918713,0.15789669012189367,0.398,HH,No significativo
100.0,0.3893791546150456,-0.0015337423312883436,0.32937342815583553,1.1177035365437569,0.138,HH,No significativo
70.0,-0.026609890433979273,-0.0015337423312883436,0.1970205064011981,-0.7896708452418393,0.207,LH,No significativo
66.66666666666667,-0.01677649953888788,-0.0015337423312883434,0.1639322759625387,-0.2559098416310759,0.365,LH,No significativo
60.714285714285715,0.03659281173956651,-0.0015337423312883432,0.14029782564921053,0.3671121532747245,0.386,LL,No significativo
37.142857142857146,0.13469531623023062,-0.0015337423312883436,0.12257198791421446,0.4889224075775176,0.344,LL,No significativo
33.333333333333336,0.23862847869397555,-0.0015337423312883434,0.1639322759625387,0.6871709276456377,0.267,LL,No significativo
31.25,0.8503410773905389,-0.0015337423312883436,0.1970205064011981,2.09150418857913,0.004,LL,LL
26.666666666666668,0.9042320568997869,-0.0015337423312883436,0.32937342815583553,1.5808350467596686,0.019,LL,LL
37.5,0.6310864426677671,-0.0015337423312883434,0.1639322759625387,1.9809054581387517,0.007,LL,LL
50.0,0.38172122758794147,-0.0015337423312883436,0.1970205064011981,1.692235425686257,0.016,LL,LL
21.666666666666668,0.877865263217232,-0.0015337423312883432,0.14029782564921053,2.0421798973987446,0.007,LL,LL
22.0,1.0986915478902868,-0.0015337423312883432,0.14029782564921053,2.5657058936595756,0.001,LL,LL
22.5,1.0717351061899127,-0.0015337423312883436,0.12257198791421446,2.7321798969016755,0.001,LL,LL
50.0,0.5359550750571616,-0.0015337423312883436,0.1970205064011981,2.3687561403226467,0.001,LL,LL
92.5,0.46213239939626094,-0.0015337423312883436,0.24665285205918713,2.2034387888890414,0.027,HH,HH
133.33333333333334,0.900234364321038,-0.0015337423312883436,0.1970205064011981,1.5325058199208847,0.079,HH,No significativo
63.333333333333336,-0.03197193714498458,-0.0015337423312883434,0.1639322759625387,-0.3329730749759662,0.332,LH,No significativo
83.75,-0.025935248044497955,-0.0015337423312883432,0.14029782564921053,-0.3173534935156329,0.407,HL,No significativo
46.666666666666664,0.09212185250056927,-0.0015337423312883436,0.24665285205918713,0.3411646027124673,0.406,LL,No significativo
11.75,1.4896231054313371,-0.0015337423312883436,0.1970205064011981,2.495726314300985,0.001,LL,LL
23.333333333333332,1.2457251013082569,-0.0015337423312883436,0.24665285205918713,2.3062424980669145,0.001,LL,LL
25.0,0.9089799123297706,-0.0015337423312883436,0.4948145803491324,1.2719459532405661,0.07,LL,No significativo
26.666666666666668,0.7988708423647765,-0.0015337423312883436,0.24665285205918713,1.5923239478974087,0.024,LL,LL
22.142857142857142,0.4693250948277911,-0.0015337423312883434,0.1639322759625387,1.0385946344025152,0.139,LL,No significativo
18.333333333333332,0.514137293345213,-0.0015337423312883432,0.14029782564921053,1.1300626698841671,0.128,LL,No significativo
18.333333333333332,0.7368738696437301,-0.0015337423312883436,0.24665285205918713,1.2524271076972984,0.089,LL,No significativo
164.28571428571428,1.987821934295761,-0.0015337423312883436,0.32937342815583553,1.6821433615273,0.062,HH,No significativo
138.57142857142858,1.679609809444088,-0.0015337423312883436,0.32937342815583553,1.986529883127832,0.04,HH,HH
125.0,0.3009831669407981,-0.0015337423312883436,0.24665285205918713,0.5164155518238203,0.283,HH,No significativo
109.0,0.1381639977801008,-0.0015337423312883434,0.1639322759625387,0.42013510145274674,0.303,HH,No significativo
15.0,1.6600363791718955,-0.0015337423312883436,0.4948145803491324,1.9070852249498886,0.001,LL,LL
10.0,1.598585319289776,-0.0015337423312883436,0.24665285205918713,2.342078335269096,0.001,LL,LL
21.666666666666668,1.3728040658287175,-0.0015337423312883436,0.32937342815583553,2.1317559944027518,0.001,LL,LL
34.0,0.3890934834352711,-0.0015337423312883436,0.4948145803491324,0.6883783780819654,0.27,LL,No significativo
150.0,-0.07030894471537623,-0.0015337423312883436,0.24665285205918713,-0.10033355271548045,0.49,HL,No significativo
85.0,-0.0400645754882877,-0.0015337423312883434,0.1639322759625387,-0.39833880839523417,0.377,HL,No significativo
88.75,0.263521771275127,-0.0015337423312883436,0.1970205064011981,1.7405920760334102,0.057,HH,No significativo
84.0,0.14318777075334035,-0.0015337423312883436,0.1970205064011981,1.3652884164650527,0.102,HH,No significativo
76.66666666666667,-0.05875557486402801,-0.0015337423312883436,0.991138036929023,-0.8502604152040845,0.195,HL,No significativo
160.0,1.1567212491807584,-0.0015337423312883436,0.24665285205918713,1.2149001238891353,0.11,HH,No significativo
26.0,-1.2560790649138527,-0.0015337423312883436,0.32937342815583553,-2.034598437931653,0.039,LH,LH
121.42857142857143,1.7784287646135903,-0.0015337423312883436,0.4948145803491324,2.3844811893927833,0.027,HH,HH
185.55555555555554,2.1557682250525367,-0.0015337423312883436,0.24665285205918713,1.7476586999956096,0.055,HH,No significativo
87.14285714285714,0.4629982619407795,-0.0015337423312883436,0.24665285205918713,3.06572734579387,0.008,HH,HH
150.0,1.238534601804674,-0.0015337423312883434,0.1639322759625387,1.78445790864296,0.053,HH,No significativo
87.5,0.18557838028745302,-0.0015337423312883432,0.14029782564921053,1.5452415563106365,0.077,HH,No significativo
80.0,0.03182247161628064,-0.0015337423312883436,0.1970205064011981,0.4765532320419398,0.285,HH,No significativo
85.0,-0.028452695475797384,-0.0015337423312883436,0.32937342815583553,-0.23220445868348819,0.459,HL,No significativo
54.0,0.020065874584314903,-0.0015337423312883436,0.32937342815583553,0.12242648790241968,0.491,LL,No significativo
65.0,0.04173950728889613,-0.0015337423312883436,0.32937342815583553,0.4309452079166233,0.384,LL,No significativo
150.0,2.0540123700791435,-0.0015337423312883436,0.24665285205918713,2.4482168733937173,0.019,HH,HH
124.0,1.3269857068498327,-0.0015337423312883436,0.24665285205918713,2.387404345839009,0.02,HH,HH
130.0,1.6295921410906216,-0.0015337423312883436,0.24665285205918713,2.6231721295540087,0.016,HH,HH
150.0,1.9478170456137276,-0.0015337423312883436,0.24665285205918713,2.319235591230508,0.023,HH,HH
150.0,1.4122773429385223,-0.0015337423312883436,0.1970205064011981,1.874741708369179,0.043,HH,HH
93.33333333333333,0.2811286923646874,-0.0015337423312883434,0.1639322759625387,1.5400639730015286,0.077,HH,No significativo
70.0,-0.020841224588285925,-0.0015337423312883436,0.1970205064011981,-0.6078774999569043,0.242,LH,No significativo
63.333333333333336,0.047493905197780406,-0.0015337423312883436,0.32937342815583553,0.41492881986557945,0.384,LL,No significativo
70.0,0.014202545205275348,-0.0015337423312883436,0.4948145803491324,0.30931894576240754,0.449,LL,No significativo
300.0,1.6550395346288658,-0.0015337423312883436,0.32937342815583553,0.5580128358879851,0.258,HH,No significativo
43.333333333333336,-0.8934471542676934,-0.0015337423312883436,0.24665285205918713,-2.685655112331351,0.017,LH,LH
30.0,0.28060924298026474,-0.0015337423312883436,0.4948145803491324,0.45359101327332135,0.365,LL,No significativo
88.75,0.28844392281076686,-0.0015337423312883436,0.1970205064011981,1.8900209507306043,0.04,HH,HH
75.0,0.03746214476439098,-0.0015337423312883436,0.32937342815583553,1.7795600253650037,0.054,HH,No significativo
110.0,0.7658176291108927,-0.0015337423312883436,0.4948145803491324,1.3742504597491947,0.097,HH,No significativo
150.0,0.9055680115537329,-0.0015337423312883436,0.4948145803491324,0.7710436591680214,0.218,HH,No significativo
